Index,Date,BTCAED,BTCARS,BTCAUD,BTCBRL,BTCCAD,BTCCHF,BTCCLP,BTCCNY,BTCCOP,BTCCZK,BTCDKK,BTCDOP,BTCEUR,BTCGBP,BTCHKD,BTCHRK,BTCHUF,BTCINR,BTCIDR,BTCIRR,BTCJPY,BTCKES,BTCKZT,BTCMAD,BTCMXN,BTCMYR,BTCNGN,BTCNOK,BTCNZD,BTCPEN,BTCPHP,BTCPKR,BTCPLN,BTCRON,BTCRUB,BTCSAR,BTCSEK,BTCSGD,BTCTHB,BTCTRY,BTCTZS,BTCUAH,BTCUSD,BTCVEF,BTCVND,BTCZAR
128,8/15/2015,931.4,3528.67,351.77,904.2,323.51,249.25,173529.07,1546.25,700251.45,5900.69,1877,15368,229.89,160.89,1730.29,1784.47,74397.93,15600.07,4104679.89,7814216.35,49954,26354.72,54600,1882.66,4286.45,1034.41,49674.94,2147.43,387.44,833.22,11568.97,25205.45,924.6,943.86,16680.31,1077.39,2169.61,337.87,8443.43,757.71,614334.78,5469.63,274.54,164760.52,5535452.65,3599.26
129,8/22/2015,881.58,3451.76,331.5,865.02,313.74,218.24,164128.08,1426.81,661524.34,5448.73,1862.13,15615.08,210.59,152.79,1638.95,1579.13,69685.7,14473.83,3490152.63,6876358.32,28457.44,25734.83,58671.5,1804.02,4115.68,969.4,46617.89,2009.92,357.45,874.75,10341.62,22548.87,808.77,840.95,15885.05,979.04,2007.49,333.74,8055.78,695.24,561800,5153.65,258.41,157102.76,4974590.44,3399.21
130,8/29/2015,898.62,3473.49,338.31,887.38,310.41,229.99,164082.83,1449.3,667963.66,5419.41,1845.22,15862.15,210.53,156.33,1748.16,1622.11,71263.39,14568.34,3369641.41,7133464.19,25692.16,26012.04,62743,1725.39,4113.81,980.99,47245.28,2037.93,384,826.3,10710.66,23369.94,845.47,886.56,15657.7,973.85,2029,327.5,7982.41,734.31,564489.47,5186.7,267.55,156076.52,5022576.56,3439.53
131,9/5/2015,949.11,3523.46,352.96,959.53,318.62,240.81,168332.87,1568.55,723326.76,5882.91,1717.22,16109.23,219.48,161.18,1801.14,1632.06,74186.18,15727.47,3584569.07,7390570.05,47596.97,27541.06,66814.5,1646.75,4197.18,1041.3,47604.26,2109.21,389.64,885.19,11318.72,25259.35,887.3,934.01,16594.98,947.92,2106.47,335.97,8647.51,763.1,592308.45,5277.58,271.94,166212.93,5009292.1,3666.69
132,9/12/2015,907.01,3480.23,339.58,939.45,313.83,231,158430.02,1502.83,719338.11,5557.43,1772.21,16356.31,208.58,154.47,1652.32,1608.52,73774.16,15300.4,3799496.73,7450426.71,30032,26552.01,70886,1568.11,4046.32,997.27,44474,1960.12,375.91,846.24,10579.61,23930.32,830.97,891.81,15940.77,1010,1982.46,323.36,8274.39,762.94,572007.94,5034.67,262.52,161264.65,5628763.79,3477.67
133,9/19/2015,929.28,3584.26,335.88,980.81,307.73,228.77,164088.76,1519.52,693187.28,5436.18,1817.56,16603.38,211.71,155.73,1677.24,1655,68289.38,15216.97,4014424.39,7404545.76,30651.92,26633.84,74957.5,1489.47,4147.19,1012.27,42391.67,2023.61,377.64,820.71,10652.99,23174.48,846.91,878.22,15862.74,975.05,2014.83,321.41,8274,735.77,578939.47,5295.36,261.4,166565.84,5602372.9,3527.16
134,9/26/2015,955.33,3723.01,350.54,996.85,317.73,239.42,171909.73,1531.51,665126.91,5725.79,1789.45,16850.46,214.46,161.87,1874,1695.82,69791.63,15266.45,3312655.32,7673320.89,31042.19,27047.43,79029,1670.97,4167.32,1051.77,45817.51,2088.51,387.2,845.99,11157.07,24978.08,862.18,904.89,16041.16,1031.04,2082.34,324.35,8532.54,752.42,596065.12,5121.36,268.13,188823.21,5768897.95,3686.82
135,10/3/2015,975.93,3756.18,350.59,990.03,324.66,239.48,168869.43,1568.14,687934.39,5972.43,1839.16,17097.54,220.22,164.18,1865.59,1700.35,71003.67,15488.87,3516142.66,7942096.02,32847.56,27567.19,84394.27,1924.25,4163.68,1038.22,47675.58,2074.55,390.52,839.33,11226.57,24620.04,871.94,910.57,15821.31,1062.96,2081.69,354.9,8775.19,710.76,727325.71,5355.86,277.47,186067.17,5758157.39,3700.25
136,10/10/2015,1000.59,3870.5,351.75,1036.56,337.21,245.24,179791.46,1628.61,708205.82,5772.45,1865.47,17344.62,226.18,170.63,2085.79,1736.03,71306.2,16251.89,3719630,8210871.15,34652.94,28941.6,89759.55,2177.54,4294.41,1042.14,62448.94,2119.74,393.2,774.22,11186.36,25546.8,926.69,929.95,16211.22,1090.54,2160.86,340.36,9065.31,818.66,726732.86,5633.03,294.9,189455.04,5971520.44,3724.03
137,10/17/2015,1042.61,4180.97,382.05,1089.23,359.2,256.71,190824.47,1736.1,793371.22,6338.7,1989.47,17591.69,237.62,177.39,1994.87,1851.04,77071.35,16885.62,4131717.63,8951549.73,40625.22,29894.87,95124.82,2430.83,4607.16,1124.55,67590.59,2277.3,429.26,803.15,12336.02,26518.12,944.09,990.07,17018.66,1128.25,2330.65,374.46,9480.76,828.74,726140,6123.16,310.66,205806.11,5726156.82,3963.54
138,10/24/2015,1121.6,4618.97,427.33,1175.89,396.65,302.78,218576.71,2039.85,871889.75,7289.93,2334.82,17838.77,279.57,200.28,2293.15,2116.05,95287.48,19222.47,4543805.26,10249070.56,39542.28,32778.82,100490.09,2684.12,5305.47,1322.87,72732.25,2669.09,482.85,871.38,14059.37,29055.26,1169.6,1169.73,19597.4,1273.92,2628.09,436.19,10739.7,932.94,790958.82,7213.87,349.42,237899.27,7072872.09,4600.55
139,10/31/2015,1314.68,6136.3,544.25,1582.63,494.48,393.63,268883.86,2622.25,1157416,10065.93,2642.47,18085.85,346.65,261.05,3207.93,2745.99,112095.87,24313.74,5651943.48,13943300,46173.09,42503.33,105855.36,2937.4,6776.95,1718.71,77873.9,3217.52,607.58,976.32,17304.54,37138.64,1475.71,1518.66,24748.3,1597.33,3360.47,547.8,14246.99,1139.82,1062417.39,8792.27,435.89,292154.57,10664178.69,5653.77
140,11/7/2015,1193.24,5126.52,508.52,1303.87,478.85,372.87,253858.91,2251.12,946423.75,8822.42,2682.9,18332.92,320.78,239.83,2698.42,2574.4,109946.15,21529.9,5439150,11327209.12,29173.17,37367.03,111220.64,3190.69,6151.56,1590.49,71968.42,3224.81,559.73,1134.43,16488.67,35007.2,1323.86,1321.17,23734.16,1350.77,3180.1,502.47,12513.38,1095.13,871995.56,8365.16,388.02,302934.27,9212755.87,5411.92
141,11/14/2015,1118.16,4922.08,483.82,1267,444.37,341.23,265348.69,2043.21,996237.82,8062.98,2503.69,18580,320.93,226.02,2503.6,2421.56,100112.95,19700.6,5408633.33,10974952.63,49995.2,36335.21,116585.91,3443.98,5784.44,1421.94,75622.22,2980.55,527.07,1147.92,15390.99,33096.84,1244.63,1366.05,22483.81,1386.82,2954.61,457.77,11563.12,976.8,872566.2,8031.11,372.07,266149.02,7309655.44,5198.08
142,11/21/2015,1121.74,4928.4,478.39,1307.35,458.46,345.4,265349.36,2041.08,1016089.9,8323.29,2515.3,19594.36,323.33,231.19,2736.47,2516.97,101599.77,19677.83,5378116.67,11258922.67,32673.91,37334.53,121951.18,3697.26,5786.19,1403.93,73692.39,2987.37,520.9,1109.75,15895.42,34418.53,1249.93,1369,22981.19,1336.31,3086.68,454.2,11697.06,1031.47,873136.84,8247.58,380.61,270358.43,7377988.59,5061.4
143,11/28/2015,1313.46,5256.45,524.8,1428.52,497.97,386.23,291269.31,2384.42,1055243.85,8908.35,2790.41,20608.72,344.17,253.9,2962.66,2660.51,112921.46,22177.83,5347600,13079294.65,43938.21,40914.36,127316.45,3950.55,6356.25,1560.37,76623.08,3217.02,585.38,1170.96,17131.28,37484.71,1412.17,1475.55,25018.93,1541.46,3311.27,490.35,13079.49,1062.97,1063800,8836.34,411.08,306533.03,8322634.64,5640.03
144,12/5/2015,1545.82,5776.1,578.53,1604.99,564.29,410.36,309895.72,2713.47,1292851.66,9549.17,2964.05,21623.08,373.6,279.05,2986.97,2944.63,128960.91,25862.47,5915100,13374203.17,54744.74,45373.57,132681.73,4203.84,7340.05,1733.34,95732.3,3595.69,636.07,1391.65,19529.71,41156.47,1569.41,1643.62,28708.56,1674.39,3556.12,577.46,14588.33,1307.63,1075403.23,10008.71,457.64,337166.31,9223254.54,6359.9
145,12/12/2015,1718.05,6488.17,648.08,1855.04,633.8,462.24,335497.22,2979.73,1416530.64,10763.69,3158.91,21849.57,413.06,309.69,3571.71,3179.78,131889.25,28524.5,7041260.14,15267447.44,62876.19,51039.93,138047,4457.12,8085.48,1926.53,101485.1,4062.43,711.34,1372.62,21813.39,46297.89,1752.96,1838.35,32168.51,1888,3900.8,659.77,15994.88,1397.93,1087006.45,10814.17,507.75,363379.69,10070359.5,7444.95
146,12/19/2015,1752.81,6149.73,633.11,1840.51,610.57,455.13,332073.11,2926.47,1335208.5,10409.98,3416.81,22076.07,411.28,307.96,3319.06,3146.35,126874.74,28883.61,6667640,15572685.51,55859.46,49859.72,142600,4710.41,7923.27,1868.2,100317.97,3974.82,662.78,1558.75,20979.38,46203.23,1621.88,1776.18,32172.58,1760.34,3874.41,615.47,16096.07,1365.92,1098609.68,10694.94,491.72,336085.81,10742609.95,7486.22
147,12/26/2015,1683.66,6165.14,612.18,1790.75,605.22,430.47,341334.2,2758.58,1306324.3,10544.29,2911.9,22302.56,406.43,300.58,2988.62,3036.55,121958.57,28131.48,6731994.04,15622824.27,59059.64,47173.3,145463.33,4963.7,7737.98,1839.85,95807.49,3859.52,639.92,1376.95,20194.86,43247.39,1562.32,1704.61,32811.34,1804.87,3839.45,566.33,15103.12,1244.14,1110212.9,10674.92,474.68,330667.99,9715087.56,7371.53
148,1/9/2016,1719.15,6326.05,639.66,1867.59,621.82,454.57,346403.93,2846.11,1398406.86,10921.55,3239.01,22755.56,415.73,308.05,3569.35,3156.46,134788.85,28522.79,6860702.13,15723101.79,65460,48829.78,148326.67,5470.27,8100.71,1868.64,105006.5,3981.7,682.27,1549.92,21272.48,44998.51,1690.24,1801.09,33425.78,2290.09,3876.48,617.69,15662.24,1364.11,1133419.35,11096,489.37,350327.31,9906991.94,7478.41
149,1/16/2016,1499.75,6443.75,647.58,1808.73,621.48,459.58,340979.17,2811.87,1381304.75,10479.87,2930.81,21667.78,405.75,306.52,3242.38,3115.9,136141.35,28406.41,6404052.78,15569414.19,62465.63,47655.1,151190,5364.86,7946.92,1832.35,111030.99,3947.03,689.78,1443.13,20458.22,43275.07,1693.13,1760.69,33005.58,1848,3770.45,610.96,14934.36,1298.24,1079655.17,11057.86,483.61,350725.19,9881501.4,7564.78
150,1/23/2016,1528.67,5979.36,602.55,1758.44,578.35,411.15,310007.24,2622.91,1359657.64,9812.83,2711.05,20580,375.28,290.81,3001.59,2806.73,116690.5,27077.18,6048727.22,13556697.8,56303.54,43791.11,154053.33,5132.43,7532.46,1733.37,128392.62,3626.73,666.33,1427.66,19004.28,41180,1576.45,1587.74,32479.67,1661.67,3524.65,562.65,13972.97,1230.96,1156750,10295.48,457.51,345986.46,8544552.72,7231.58
151,1/30/2016,1541.75,5677.14,577.2,1709.03,549.38,397.67,297142.04,2482.12,1253120.33,9623.37,2884.95,18254.63,373.2,285.6,2770.42,2858.36,122286.36,25566.84,5693401.67,13803814.28,50141.46,42698.91,156916.67,4900,7486.33,1650.86,113527.81,3546.47,624.69,1503.19,18909.89,41806.28,1527.71,1586.3,31615.83,1580.5,3514.22,555.78,13207.7,1271.49,1204800,10381.54,450,359639.9,8816456.37,6988.7
152,2/6/2016,1490.9,5562.64,558.36,1642.23,537.85,402.62,279197.03,2481.52,1196001.04,9111.58,2573.08,15929.25,361.69,277.22,2835.71,2724.13,114826.81,25338.88,5584871.43,13286985.94,43979.38,41997.24,159780,4900,7193.72,1573.74,108101.37,3389.96,583.66,1394.66,17673.83,39736.48,1477.99,1510.17,30366.37,1567.12,3365.33,554.45,13036.77,1196.74,1136400,10287.08,436.92,378338.9,8600060,6819.3
153,2/13/2016,1403.27,5606.8,562.54,1598.39,540.01,393.34,280311.01,2552.58,1237096.49,9260.62,2490.5,16167.04,350.42,274.33,2865.76,2632.79,108295.47,25386.94,5056253.73,13434479.97,43932.86,41709.92,162643.33,4900,7450.2,1585.51,104898.94,3375.52,619.7,1415.18,18286.77,40333.85,1440.29,1477.99,31155.75,1602.97,3331.6,537.09,13407.17,1203.67,943860,10050.07,444.95,377860.23,8401200.5,6827.63
154,2/20/2016,1563.16,6243.6,607.69,1736.13,581.96,420.73,313155.18,2719.19,1337619.44,9870.14,2900.61,16404.83,375.35,295.19,2997.13,2848.21,119046.23,27440.5,5240665.84,13581974,44355.42,45057.24,165506.67,4549.53,8014.51,1731.6,116120.29,3610.46,655.36,1337.09,19726.78,43829.69,1565.66,1585.7,32608.54,1728.81,3530.13,590.33,14133.14,1332.07,1010100,10996.1,482.34,423128.48,8944454.19,7130.45
155,2/27/2016,1554.82,6615.41,628.54,1787.28,607.27,448.66,310832.91,2850.82,1361260.1,10524.33,3030.07,16642.63,396.84,312.17,3225.15,2970.99,117748.38,28897.48,6034826.79,14262468.2,77868.75,45552.99,171233.33,4824.76,7974.81,1809.54,132341.76,3779.81,665.16,1463.93,20146.2,45786.47,1690.05,1665.07,33468.37,1786.28,3726.97,596.22,14848.42,1320.62,1021122.06,11472.37,494.67,444576.22,9711302.11,7349.88
156,3/5/2016,1647,6793.42,625.57,1767.1,595.26,454.03,304245.51,2865.11,1377632.17,10855.23,3078.36,16880.42,402.35,314.73,3259.06,3086.26,124197.98,28529.7,5976168.25,14136782.74,58327.91,45590.27,166171,5100,7706.49,1787.96,114314.11,3809.07,670.18,1533.63,20991.77,45971.18,1633.91,1673.56,32144.53,1733.84,3738.59,595.07,15022.03,1331.04,1032144.12,11253.2,485.59,437896.31,9579485.06,7667.7
157,3/12/2016,1618.22,6384.62,580.36,1687.25,564.12,431.78,299030.22,2736.09,1327406.6,10197.41,3007.38,17118.21,382.93,299.05,3311.18,2966.32,121768.59,27395.41,5938836.84,13996092.61,82946.1,45311.05,133808.79,5100,7493.96,1739.22,112796.25,3626.54,649.36,1470.57,19325.58,44767.78,1590.38,1615.39,30311.76,1603.03,3575.4,580.29,14845.77,1292.15,1057795.74,10796.5,480.78,446650.24,9113710.35,7487.21
158,3/19/2016,1626.65,6418.25,575.48,1688.77,578.28,431.65,301422.12,2683.54,1298716.34,9991.9,2912.17,17356,378.41,298.45,3260.31,2907.51,118157.98,28149.61,5376964.13,13855402.47,107564.29,45195.92,151085.85,5100,7515.28,1739.8,116223.67,3650.51,660.28,1441.79,21833.64,44974.81,1591.05,1606.15,29307.19,1701.33,3506.12,587.89,14888.98,1298.47,1083447.37,10875.96,488.13,467613.18,9271339.19,7614.47
159,3/26/2016,1609.24,6344.58,572.53,1671.34,555.48,427.47,302912.57,2698.76,1248790.02,10105.49,2725.27,17593.79,379.83,300.35,3361.86,2897.69,123848.89,27835.48,5299507.12,13817403.04,80000,45222.6,149675.07,5000,7460.61,1667.69,116412.44,3569.38,653.76,1553.19,22245.58,44086.88,1548.63,1608.12,29086.32,1701.99,3523.37,573.87,14811.57,1086.69,1077586.96,10766.12,486.84,450718.22,9427820.9,7466.91
160,4/2/2016,1619.08,6487.55,561.66,1702.51,558.68,436.05,305573.31,2675.52,1219757.8,9912.55,2917.15,17831.58,379.71,300.28,3297.57,2880.78,115294.71,27602.42,5526415.61,13747357.96,58575,44814.54,148264.29,3802.08,7575.18,1682.17,118323.1,3566.13,651.23,1421.26,21036.07,43568.79,1542.57,1601.77,29107.82,1726.04,3559.34,576.06,14572.73,1262.91,1067335.58,10852.06,466.96,418909.58,9607813.97,7368.44
161,4/9/2016,1630.9,6318.92,563.89,1678.95,567.19,423.96,306262.2,2728.24,1219111.3,10026.72,2863.87,18602.33,378.37,305.71,3215.23,2895.75,114334.47,27470.67,5366749.02,14076659.44,44764.53,44749.39,146853.51,2604.17,7700.68,1666.84,116766.52,3563.33,657.02,1520.39,20716.9,44942.47,1554.8,1593.58,28789.22,1707.4,3540.65,571.85,14690.46,1256.16,1057084.21,10798.49,465.06,432202.79,9414606.75,7102.5
162,4/16/2016,1607.33,6379.79,565.13,1646.23,556.3,419.05,312962.26,2743.92,1284750.65,10109.42,2879.43,17470.59,382.17,310.68,3184.92,2911.09,126125.94,27537.87,5462997.41,14286748.58,79800,45272.03,145442.74,3782.08,7870.26,1664.99,118608.02,3564.26,653.41,1525.05,21241.73,45507.31,1533.68,1632.05,28884.75,1739.53,3533.79,591.45,14725.8,1290.3,1111100,10817.3,474.22,445225.08,9616714.14,7002.46
163,4/23/2016,1687.55,6336.47,573.72,1742.74,566.81,433.88,318248.58,2804.76,1230633.88,10645.9,2776.08,17200,393.63,316.6,3312,2983.09,125606.61,28145.48,5350839.59,14468436.93,47387.79,47030.02,144031.96,4960,7754.44,1685.53,124339.03,3658.93,667.92,1495.51,21932.36,45454.41,1610.65,1678.2,29351.36,1759.77,3621.88,600.04,15297.95,1297.01,1064231.43,10876.06,485.17,469318.8,9753596.43,6923.82
164,4/30/2016,1600.61,6738.45,616.74,1804.76,581.21,461.02,324645.36,2889.45,1323665.54,10904.19,3138.26,19361.29,415,325.31,3405.69,3124.19,130235.26,29275.4,5726415.26,14813665.89,44052.63,49234.15,142621.18,4190.42,8000.82,1789.11,133591.49,3855.08,694.39,1550.73,21780.86,48624.75,1704.82,1755.64,30257.52,1871.54,3885.95,616.87,15818.74,1406.02,1104435.71,11080.35,501.67,474676.06,9913448.29,7219.58
165,5/7/2016,1699.21,6471.81,611.42,1767.8,578.48,445.66,315083.52,2864.3,1313696.23,10411.05,3035.04,18716.54,405.71,320.38,3426.77,3033.22,130987.12,29300.41,5587274.42,14912708.61,46178.32,48517.02,141210.4,4538.76,8019.71,1788.33,132093.03,3707.89,661.54,1577.83,22047.84,46906.3,1675.21,1709.71,30228.1,1803.92,3681.45,621.56,15541.36,1353.12,1109430.54,10798.33,491.92,445649.71,10084168.03,7171.57
166,5/14/2016,1749.04,6542.05,632.78,1778.73,590.67,450.19,321943.26,2925.45,1286503.48,10622.37,2891.62,20245.45,410.66,325.92,3451.06,3113.63,133659.49,29685.03,6671885,15011751.33,48304,48963.77,162588.62,4947.44,8471.28,1829.78,138229.56,3790.45,687.45,1624.3,21448.53,46774.45,1732.8,1756.01,30507.43,1852.88,3751.91,623.04,15972.07,1264.81,1114425.36,11233.91,533.45,466106.55,10278821.26,7496.42
167,5/21/2016,1635.09,6473.94,636.25,1757.56,597.6,447.94,321692.49,2926.91,1271093.03,10807.17,2762.24,21447.18,410.51,324.04,3475.68,3147.93,130115.4,30141.07,6633492.31,15209041.21,61400,48443.93,165367.7,4741.48,8516.18,1849.33,146433.77,3805.31,683.4,1721,21464.76,45859.57,1719.97,1761.12,30460.02,1857.78,3799.64,640.37,15893.83,1425.71,1119420.18,11259.2,515.13,465183.53,10329238.1,7665.09
168,5/28/2016,1640.3,6577.62,643.91,1772.54,608.73,464.85,329613.95,3102.42,1290374.15,10778.73,3470.48,19935.67,417.37,320.13,3513.33,3140.84,127333.56,31091.38,6634453.62,16586018.82,47301.43,48930.85,168146.79,5198.05,8804.94,1917.18,151485.2,3825.77,686.97,1749.73,21608.34,47780.82,1738.42,1810.58,31029.49,1872.66,3989.17,652,16228.72,1452.96,1124415,11092.57,517.85,456747.4,10076497.73,7723.99
169,6/4/2016,2043.98,7817.43,747.43,2048.51,748.27,546.83,406391.39,3645.24,1568847.32,12975.11,3836.35,23247.4,480.98,379.58,4269.49,3777.93,152747.21,37183,7348540.93,17962996.43,60819.14,59311.8,189460.89,5606.45,10500.44,2283.18,184227.47,4539.12,839.15,1869.89,25615.05,54728.47,2044.12,2112.43,35987.5,2157.81,4559.91,749.33,19242.85,1675.66,1371128.57,13064.48,621.31,504675.72,11659712.19,9139.69
170,6/11/2016,2388.08,8249.69,804.89,2336.31,758.25,572.41,413231.2,3917.71,1694651.67,13915.6,4016.97,24960.93,529.72,410.97,4535.98,3993.92,158711.43,39840.35,8472837.84,19597757.85,69419.86,62591.64,210775,6315.28,11203.19,2427.46,204215.66,4752.57,906.43,1905.65,27333.14,60873.56,2170.58,2232.89,37816.79,2255.16,4807.12,803.21,20283.02,1826.47,1459360.71,13950.73,665.33,578902.61,13010560.09,9549.7
171,6/18/2016,2723.46,9871.55,974.15,2686.61,979.33,641.84,493730.26,4875.61,2080541.84,16523.59,4591.77,30140.31,622.81,509.09,5676.65,4874.14,188263.92,49196.6,8949749.77,21232519.28,78020.59,77100.6,246645.71,7547.96,14459.3,2977.62,239818.79,5746.21,1057.26,2250.06,35781.32,74901.78,2690.28,2748.22,46618.04,2881.17,5873.11,1003.35,25235.94,2103.17,2022031.17,16809.09,796.2,764839.73,16230657.33,11054.58
172,6/25/2016,2573.76,9654.52,956.86,2531.9,895.1,652.6,484532.08,4911.72,2032723.15,16271.27,4647.76,27989.19,634,477.85,5517.92,4454.1,188512.05,49124.51,9557540,22867280.7,77733.77,74198.18,328841.18,7463.06,12996.13,2778.84,229383.94,5616.67,990.77,2157.26,32437.49,73740.14,2582.48,2654.22,44683.45,2724.92,5977,963.89,24382.38,1964.65,1788124.79,16393.79,761.34,729076.3,17226824.49,11220.49
173,7/2/2016,2430.45,10142.81,910.92,2377.59,891,623.73,468327.85,4353.5,1915489.31,15958.12,5149.69,28218.73,608.75,496.69,5489.62,4567.54,194865.53,45946.85,8955513.77,22557544.9,139085.71,70644.4,247873.74,6816.01,13353.6,2719.84,232723.78,5711.37,965.99,2368.61,31657.16,71419.74,2549.33,2599.28,43595.2,2569.71,5788.9,880.65,23094.6,2051.71,1740238.16,15669.92,752.4,677658.9,14625133.62,10597.07
174,7/9/2016,2521.3,10268.1,943.81,2332.45,914.77,648.84,465961.43,4439.71,1898958.19,15842.02,5165.8,26646.58,628.72,518.79,5357.79,4697.63,202428.14,45089.26,8729052.84,22247809.09,71466.67,71320.82,209059.52,6946.9,12946.59,2723.88,216660.5,5752.64,977.19,2359.39,32276.69,70664.43,2580.81,2626.7,44052.01,2716.54,5786.01,894.7,23098.55,2074.01,1733842.2,16357.66,762.04,668495,15248233.48,10544.49
175,7/16/2016,2599.44,9922.13,926.33,2298.24,897.2,665.37,468593.43,4369.1,1922014.82,16196.73,4515.23,30548.08,613.92,511.3,5085.41,4402.18,186548.94,44055.64,8141491.84,22471324.44,89920,73536.89,259724.05,6800.6,12712.24,2637.64,223545.47,5767.13,974.08,2283.1,32064.16,68510.43,2556.9,2589.78,43661.09,2531.73,5846.92,873.71,22877.07,2036.3,1670234.17,16024.07,755.53,648443.65,14661450.06,10201.27
176,7/23/2016,2422.22,10302.8,945.36,2302.5,946.69,654.4,470410.81,4436.29,1914502.84,16408.01,4537.18,28280.56,628.47,517.1,5194.16,4437.32,200482.81,44500.68,8491620.93,24780533.33,67370.82,74673.67,246863.98,6845.17,12806.26,2660.9,244112.55,5813.59,995.85,2251.06,32054.04,70071.32,2597.61,2633.58,43857.78,2538.21,5911.97,919.26,22749.11,2081.7,1680410.97,16345.62,766.55,651789.79,14648721.2,10269.93
177,7/30/2016,2568.64,10189.99,918.35,2264.79,913.22,698.25,460872.77,4304.96,1907765.98,16213.41,4486.98,27632.91,618.92,510.63,5073.34,4429.94,194618.83,43791.12,8397443.95,22391314.41,62952.25,70858.29,222932.08,6846.88,12881.13,2662.74,238786.75,5681.5,964.3,2261.12,30567.8,69499.62,2501.38,2572.65,43581.79,2555.95,5786.95,924.81,22155.61,2037.31,1649443.24,15997.58,746,646646.86,14705847.27,10134.89
178,8/6/2016,2035.32,9312.52,813.6,2030.65,826.72,577.88,424568.49,3817.21,1779225.09,14401.62,3810.86,25239.42,561.19,461.58,4588.74,4099.57,176880.49,39850.46,7785739.58,20002095.5,58533.68,63571.52,204979.69,6180.63,11386.79,2434.05,220479.85,5131.44,848.23,2026.12,28292.78,62802.14,2177.81,2291.97,40175.57,2348.86,5324.36,778.84,20556.09,1842.73,1529990.34,14682.06,673.51,610123.25,14105149.73,8976.45
179,8/13/2016,2318.35,9129.7,810.56,1961.25,788.07,597.11,408399.18,3913.68,1729495.96,14251.36,4060.44,24856.99,548.56,468.54,4451.05,4066.74,179821.1,39590.77,7229550.97,20128628.09,54115.11,63679.75,183186.96,6216.74,11253.89,2365.16,219938.66,5058.9,867.52,1944.85,28215.74,63478.51,2204.08,2295.16,39484.48,2405.9,5224.46,825.51,20351.43,1860.46,1185995.74,14631.13,666.3,610908.41,13300274.05,8611.52
180,8/20/2016,2224.56,8840.21,788.79,2008.97,754.69,552.23,399571.49,3807.76,1662780.54,13913.13,3750.74,27753.33,540.75,457.97,4385.37,3827.46,170614.06,38644.12,7166118.82,19960217.8,57962.22,60849.14,216140,5956.75,10863.18,2310.8,214391.9,4819.52,849.02,1880.82,25884.91,61735.47,2141.47,2192.51,38432.42,2270.38,4964.61,830.16,19643.31,1750.18,1198181.48,14424.55,649.09,594210.34,12799540.74,8461.92
181,8/27/2016,2300.83,8828.66,801.1,1971.34,759,573.05,405329.48,3852.48,1641655.3,13793.38,3795.89,24330.4,528.34,453.03,4325.89,4005.79,163169.33,39270.22,7385320.83,20093544.61,61809.33,60464.94,177828.3,5984.03,11117.25,2339.36,219587.14,4797.08,849.87,1899.44,26508.34,62306.2,2184.07,2236.58,38880.57,2264.86,4964.42,816.08,20030.3,1782.48,1451525.97,15242.93,655.53,607951.48,13314981.71,8562.16
182,9/3/2016,2200.33,8709.83,804.89,1943.64,751.21,585.86,407436.51,3813.11,1636286.5,13756.55,3913.81,27426.88,535.12,446.37,4297.95,3947.3,156858.21,38953.67,7207338.78,19673752.05,77818.42,60513.17,192443.32,6092.1,11457.3,2337.51,223333.4,4820.44,854.73,1808.87,25874.95,61485.82,2185.96,2217.29,38569.89,2250.69,4999.79,790.93,19722.66,1741.92,1442672.37,15016.78,648.97,625243.31,12900481.11,8665.44
183,9/10/2016,2316.85,8936.89,845.93,2060.59,811.34,613.31,422317.35,4134.61,1705755.91,14867.61,4110.96,26423.77,562.2,473.65,4653.58,4150.9,183488.97,40907.5,7900720,20908180.22,80750.88,63597.04,207058.33,6133.42,11953.5,2468.49,245976.5,5130.18,873.57,1937.97,27825.3,61455.19,2376.92,2341.62,40446.14,2415.4,5395.68,835.96,20470.86,1818.15,1567005.57,15775.13,690.04,640991.97,13564272.35,9344.52
184,9/17/2016,2210.7,8929.08,847.93,2044.32,818.82,605.4,425430.09,4032.7,1704551.54,14690.9,4088.23,25420.67,558.16,472.56,4719.34,4168.61,175442.77,41171.54,7491072.73,21661826.55,83683.33,62730.91,230758.33,6095.08,12096.64,2477.44,245984.91,5180.75,887.22,1997.2,28452.14,62272.06,2309.9,2341.5,40705.81,2250.95,5284.44,866.49,20896.76,1938.08,1526401.96,15820.64,683.16,645830.9,13719322.07,9266.83
185,9/24/2016,2259.74,9259.62,830.17,2001.15,802.27,613.15,416270.62,4024.82,1667469.33,14740.34,4023.76,25132.32,557.1,476.7,4572.77,4111.6,173939.79,40904.46,7455761.89,18193959.52,55627.45,66233.43,239822.5,5972.78,12295.7,2462.75,254011.18,5139.85,872.68,2120.26,28176.86,61314.66,2303.66,2320.92,40196.59,2357.84,5278.77,829.44,20718.12,1806.02,1509437.85,15521.21,684.28,647658.89,13556927.61,8977.29
186,10/1/2016,2336.6,9618.77,823.61,2034.94,818.25,610.22,418673.95,4016.89,1628261.46,14787.16,4290.17,27361.66,552.42,480,4630.79,4082.74,175038.6,40563.59,7367805.17,20271333.15,55951.82,64407.45,208242.86,6052.72,12240.67,2447.67,271315.87,5006.15,885.69,1962.63,28150.56,62967.38,2264.24,2355.36,39398.68,2229.43,5411.44,864.47,20877.04,1838.53,1541199.47,15679.2,689.06,682648.51,13063059.38,8990.75
